Temperature,Humidity,Wind_Speed,Cloud_Cover,Pressure,Rain
-0.4767723287667595,0.36774601235582244,0.8481604109290878,-0.038439328634538084,-1.3181859940620544,no rain
0.6222349073151711,1.0003752692979941,0.5882810861938995,-1.366169874222252,1.0474676817824762,no rain
-0.2934465500469677,-1.1144471124350204,-0.4694062817772389,-1.4944382628030262,0.957638021186079,no rain
-0.4108923600719755,-1.195779544641577,-0.9304418215991295,0.18077844896366468,1.2169551642895897,no rain
-0.37642628194969135,1.463262775961539,-1.7078735761103445,-0.6624585898244085,-0.24842443192883945,no rain
0.2973633173915426,0.7197786843296387,-1.0871513408457945,-1.1495654216694817,1.5215952814894191,no rain
1.2976673284516593,0.8679343835047083,-1.3775632247864185,-1.2216310387121148,-0.4003697833387268,no rain
1.1117172777026885,0.01610972162923415,0.19267583857269988,-1.4835374563906556,-0.7652718158686672,no rain
4.870621696775246e-16,1.2474351809033668,-0.8828374548826348,1.1825224027753296,0.7735035195578044,no rain
-1.1013204630099707,-0.009012124304094492,-1.451835540341552,-0.009805796750908874,-0.44511703390524415,no rain
-1.3391751136813055,0.2307547982922793,-0.31256942049067604,-1.4736223368028185,-0.9197056956879335,no rain
-1.0611779654478861,0.7988318240208491,-1.1422532085122996,-1.2199796637370792,0.675941769568738,no rain
-0.5358502201936796,-0.35343380348546094,0.2987457247554525,-0.11361465686153067,1.4327579226853477,no rain
0.01227211056787005,-1.398587833056915,-0.40997962626809137,-1.008833854226194,-0.3246037731124797,no rain
0.4336002558927371,-1.2557258514853111,0.5017418666665177,0.4802070661350596,-1.3780773799202388,no rain
-1.540345038859204,0.171277366702638,-0.6025914052234272,-1.6475089680163066,0.38652476357207305,no rain
0.7855286079449608,1.7065818872809717,0.9771587952794467,-0.4126408817936021,-0.735804065400194,no rain
0.5071274028995193,-0.9274959031051137,-0.4570292651725099,-0.7333098471290758,1.7093898337925788,no rain
-1.042129952036459,-1.3253928524706322,1.727823968054657,1.4072181121553877,0.8466551931626128,no rain
0.8136503094150375,1.167827207237445,0.5770915258078013,-1.39288541741624,0.8712914532526803,no rain
1.0901314300571006,-0.2099648123752576,-1.4167762972128959,-0.0877005623167166,-0.009042757602976756,no rain
-0.44520686026149603,-1.4391122397357792,-0.45340111033719255,0.24917694102671115,-1.2231152432978787,no rain
